id,tituloPincipal,tituloOriginal,anoLancamento,tempoMinutos,genero,notaMedia,numeroVotos,generoArtista,personagem,nomeArtista,anoNascimento,anoFalecimento,profissao,titulosMaisConhecidos
tt0071203,Belladonna of Sadness,Kanashimi no Beradonna,1973,86,"Animation,Drama,Fantasy",7.3,6418,actor,The Priest,Masakane Yonekura,1934,2014,"actor,soundtrack","tt0122696,tt0327836,tt0066603,tt0312647"
tt0071317,Chorus,Chorus,1975,124,"Drama,Fantasy",7.6,102,actor,Manager,Utpal Dutt,1929,1993,"actor,director,writer","tt0237555,tt0064086,tt0101279,tt0079221"
tt0071381,Celine and Julie Go Boating,Céline et Julie vont en bateau: Phantom Ladies Over Paris,1974,193,"Comedy,Drama,Fantasy",7.3,5710,actress,Julie,Dominique Labourier,1943,\N,"actress,writer","tt0355999,tt0068026,tt0189142,tt0071381"
tt0071406,Pastoral: To Die in the Country,Den-en ni shisu,1974,104,"Drama,Fantasy",7.8,2029,actress,\N,Masumi Harukawa,1935,\N,actress,"tt1137351,tt0123188,tt0084674,tt0323472"
tt0071492,The Woman in Red Boots,La femme aux bottes rouges,1974,95,"Comedy,Drama,Fantasy",6.2,466,actress,Françoise LeRoi,Catherine Deneuve,1943,\N,"actress,soundtrack,producer","tt0168629,tt0283832,tt0059646,tt0061395"
tt0071502,Arabian Nights,Il fiore delle mille e una notte,1974,130,"Comedy,Drama,Fantasy",6.7,8311,actor,Nur Ed Din,Franco Merli,1956,\N,actor,"tt0072798,tt0071502,tt0073650,tt0074252"
tt0071535,The Loreley's Grasp,Las garras de Lorelei,1973,85,"Fantasy,Horror",5.7,868,actor,Carlo Donati,José Thelman,\N,\N,actor,"tt0075873,tt0066144,tt0068232,tt0067500"
tt0071569,The Golden Voyage of Sinbad,The Golden Voyage of Sinbad,1973,105,"Action,Adventure,Fantasy",6.8,9578,actor,Vizier,Douglas Wilmer,1920,2016,actor,"tt0086034,tt0054847,tt0071569,tt0057197"
tt0071586,Ghost of the Mirror,Gu jing you hun,1974,92,"Drama,Fantasy,Horror",5.9,70,actor,Chan Yi,Wen-Chung Ku,1909,1981,"actor,director,writer","tt5821792,tt2848744,tt0070800,tt14786668"
tt0071595,Hans Röckle und der Teufel,Hans Röckle und der Teufel,1974,75,"Family,Fantasy",6.6,90,actor,Hans Röckle,Rolf Hoppe,1930,2018,actor,"tt0135106,tt0082736,tt0086779,tt0192400"
tt0071607,Herbie Rides Again,Herbie Rides Again,1974,88,"Comedy,Family,Fantasy",5.7,8252,actor,Mr. Judson,John McIntire,1907,1991,actor,"tt0054215,tt0042208,tt0076618,tt0098536"
tt0071609,Himiko,Himiko,1974,100,"Drama,Fantasy,History",7.1,612,actor,Takehiko,Masao Kusakari,1952,\N,"actor,executive","tt0080768,tt0071474,tt0083050,tt3277802"
tt0071615,The Holy Mountain,La montaña sagrada,1973,114,"Adventure,Drama,Fantasy",7.8,43740,actor,The Alchemist,Alejandro Jodorowsky,1929,\N,"writer,director,actor","tt0071615,tt0067866,tt0098253,tt2301592"
tt0071671,The Island at the Top of the World,The Island at the Top of the World,1974,93,"Adventure,Family,Fantasy",6.2,2863,actor,Sir Anthony Ross,Donald Sinden,1923,2014,"actor,music_department,soundtrack","tt0069947,tt0071671,tt0072577,tt0112453"
tt0071687,"How to Drown Dr. Mracek, the Lawyer",Jak utopit dr. Mrácka aneb Konec vodníku v Cechách,1975,96,"Comedy,Fantasy,Romance",7.5,1227,actor,Wassermann,Milos Kopecký,1922,1996,"actor,soundtrack,writer","tt0083162,tt0309032,tt0058275,tt0054665"
tt0071737,Lancelot of the Lake,Lancelot du Lac,1974,88,"Drama,Fantasy,Romance",6.9,3979,actor,Le Roi (The King),Vladimir Antolek-Oresek,\N,\N,actor,tt0071737
tt0071762,The Little Prince,The Little Prince,1974,88,"Family,Fantasy,Musical",6.4,3680,actor,The Business Man,Clive Revill,1930,\N,"actor,soundtrack,miscellaneous","tt0092106,tt0066249,tt0080684,tt0068240"
tt0071819,La Mary,La Mary,1974,107,"Drama,Fantasy,Thriller",6.2,192,actor,Raúl,Alberto Argibay,1932,2007,actor,"tt0498422,tt0291619,tt5252240,tt2270143"
tt0071832,The Marvelous Visit,La merveilleuse visite,1974,100,"Drama,Fantasy",5.5,120,actor,Ménard,Roland Lesaffre,1927,2009,"actor,writer,production_manager","tt0092639,tt0167642,tt0058859,tt0046690"
tt0071853,Monty Python and the Holy Grail,Monty Python and the Holy Grail,1975,91,"Adventure,Comedy,Fantasy",8.2,541943,actor,Dead CollectorPeasant 1Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot,Eric Idle,1943,\N,"actor,writer,soundtrack","tt0071853,tt0079470,tt0085959,tt0096764"
tt0071867,Mr. Sycamore,Mr. Sycamore,1975,87,"Comedy,Drama,Fantasy",5.5,177,actor,Fred Staines,Robert Easton,1930,2011,"actor,miscellaneous,writer","tt0102975,tt0095963,tt0088323,tt0096463"
tt0071887,Na Cha the Great,Na Zha,1974,90,"Action,Adventure,Fantasy",6.1,103,actor,Na Cha,Sheng Fu,1954,1983,"actor,director","tt0079376,tt0071887,tt0075202,tt0078249"
tt0071897,Nazareno Cruz and the Wolf,Nazareno Cruz y el lobo,1975,92,"Drama,Fantasy,Horror",6.9,641,actor,Julián,Lautaro Murúa,1926,1995,"actor,director,writer","tt0055736,tt0178333,tt0083776,tt0055446"
tt0071941,Once,Once,1973,100,Fantasy,6.2,24,actor,Creation,Christopher Mitchum,1943,\N,"actor,miscellaneous,writer","tt0280671,tt0069457,tt0066831,tt0066301"
tt0071964,La Paloma,La Paloma,1974,110,"Drama,Fantasy,Romance",6.8,121,actress,Viola Schlumpf dite La Paloma,Ingrid Caven,1938,\N,"actress,soundtrack,production_manager","tt0082680,tt1034415,tt0067227,tt0068884"
tt0071994,Phantom of the Paradise,Phantom of the Paradise,1974,91,"Comedy,Drama,Fantasy",7.3,19886,actor,Beef,Gerrit Graham,1949,\N,"actor,writer,soundtrack","tt0082213,tt0081698,tt0071994,tt0099253"
tt0072149,Shanks,Shanks,1974,93,"Fantasy,Horror",5.5,716,actress,Celia,Cindy Eilbacher,1958,\N,actress,"tt0071033,tt0064087,tt0068149,tt0069658"
tt0072189,Son of Dracula,Son of Dracula,1973,90,"Comedy,Fantasy,Horror",4.3,398,actor,Van Helsing,Dennis Price,1915,1973,actor,"tt0061075,tt0055361,tt0058050,tt0041546"
tt0072237,The Switch or How to Alter Your Ego,The Switch or How to Alter Your Ego,1974,92,"Comedy,Fantasy",6.1,73,actor,Huntington Van Huff,Sonny Landham,1941,2017,"actor,stunts,director","tt0080120,tt0083511,tt0093773,tt0097770"
tt0072247,"Ta' det som en mand, frue!","Ta' det som en mand, frue!",1975,96,"Comedy,Family,Fantasy",4.7,41,actress,Frk. With,Cæcilie Nordgreen,1946,\N,"actress,script_department,animation_department","tt0078280,tt0072247,tt0124851,tt0128360"
tt0072434,Zaczarowane podwórko,Zaczarowane podwórko,1974,98,"Family,Fantasy,Musical",2.8,7,actor,\N,Kazimierz Brusikiewicz,1926,1989,actor,"tt0041880,tt0441074,tt0079914,tt0056146"
tt0072690,Begstvo mistera Mak-Kinli,Begstvo mistera Mak-Kinli,1975,162,"Fantasy,Sci-Fi",6.5,202,actor,Mister Mak- Kinli,Donatas Banionis,1924,2014,actor,"tt0060161,tt0069293,tt0067155,tt0151750"
tt0072709,Black Moon,Black Moon,1975,100,"Fantasy,Horror,Mystery",6.1,5876,actress,Old Lady,Therese Giehse,1898,1975,actress,"tt0380058,tt0048255,tt0072709,tt0071016"
tt0072716,Flowers for the Man in the Moon,Blumen für den Mann im Mond,1975,84,"Family,Fantasy,Sci-Fi",5.7,29,actress,Mutter Ledermann,Jutta Wachowiak,1940,\N,actress,"tt0232146,tt0219849,tt0081711,tt0091367"
tt0072752,The Beast,La bête,1975,98,"Drama,Fantasy,Horror",5.7,4962,actor,Mathurin de l'Esperance,Pierre Benedetti,\N,\N,actor,"tt0072752,tt0167661,tt0275302,tt0066754"
tt0072837,Dog's Heart,Cuore di cane,1976,113,"Comedy,Drama,Fantasy",6.6,324,actor,Bormenthàl,Mario Adorf,1930,\N,"actor,soundtrack,writer","tt0078875,tt0067315,tt0103432,tt0112154"
tt0072868,Devil Woman,She yao jing,1973,97,"Action,Fantasy,Horror",4.5,127,actor,Shu Wen,Alex Tzi-Fei Lung,\N,\N,actor,"tt0072868,tt0201986,tt0191099,tt0187500"
tt0072882,Dirty Duck,Cheap,1974,75,"Animation,Comedy,Fantasy",5.2,526,actor,Car SalesmanMan at Bus StopNegro Gentleman,Robert Ridgely,1931,1997,"actor,soundtrack,writer","tt0107977,tt0092644,tt0118749,tt0107818"
tt0072913,Master of the Flying Guillotine,Du bi quan wang da po xue di zi,1976,93,"Action,Drama,Fantasy",7.4,4555,actor,Fung Sheng Wu Chi,Kang Chin,1939,\N,"actor,stunts,miscellaneous","tt0072913,tt0186088,tt0186131,tt0068159"
tt0072927,Elixirul tineretii,Elixirul tineretii,1975,90,"Fantasy,Sci-Fi",6.3,62,actor,Prof. Titus Rotuna,Florin Piersic,1936,\N,"actor,writer","tt0063174,tt0089559,tt0064534,tt0157336"
tt0072951,Escape to Witch Mountain,Escape to Witch Mountain,1975,97,"Adventure,Family,Fantasy",6.3,10594,actress,Tia,Kim Richards,1964,\N,"actress,producer","tt1075417,tt0462200,tt0072951,tt0074156"
tt0072958,Euridice BA 2037,Evridiki BA 2037,1975,100,"Drama,Fantasy",6.9,483,actress,Evridiki,Vera Tschechowa,1940,\N,"actress,producer,director","tt0053392,tt0495643,tt0054705,tt0083383"
tt0072970,Comedie fantastica,Comedie fantastica,1975,84,"Comedy,Fantasy,Sci-Fi",6.8,76,actor,Ol,George Mihaita,1948,\N,"actor,director","tt0072970,tt0076340,tt0430444,tt0145690"
tt0072971,The Fantastic Magic Baby,Hong hai er,1975,96,"Fantasy,Musical",5.9,56,actor,Red Boy,Hua-Chung Ting,1960,\N,actor,"tt5306334,tt0072971,tt2229782,tt0165213"
tt0073166,India Song,India Song,1975,120,"Drama,Fantasy,Romance",6.2,2245,actor,Le vice-consul de Lahore,Michael Lonsdale,1931,2020,"actor,soundtrack,writer","tt0069947,tt0079574,tt0122690,tt0408306"
tt0073185,Ivan da Mariya,Ivan da Mariya,1975,88,"Comedy,Family,Fantasy",6.3,45,actress,Agrafina - tsarevna,Liya Akhedzhakova,1938,\N,actress,"tt0820096,tt0079193,tt0076727,tt0102516"
tt0073191,Jai Santoshi Maa,Jai Santoshi Maa,1975,145,"Drama,Fantasy",6.5,187,actress,Devi Maa Santoshi,Anita Guha,1932,2007,actress,"tt0368239,tt0242840,tt0242570,tt0158292"
tt0073206,Black Magic,Jiang tou,1975,96,"Fantasy,Horror",6.2,804,actress,Quming,Lily Li,1950,\N,actress,"tt0074355,tt0081499,tt0075415,tt0200297"
tt0073227,Karlsson on the Roof,Världens bästa Karlsson,1974,99,"Comedy,Family,Fantasy",5.8,2028,actress,Lillebror's Mother,Catrin Westerlund,1934,1982,actress,"tt0073227,tt0046345,tt0267544,tt0170422"
tt0073260,The Land That Time Forgot,The Land That Time Forgot,1974,91,"Adventure,Fantasy",5.6,6471,actor,Captain Von Schoenvorts,John McEnery,1943,2019,actor,"tt0065452,tt0335119,tt0063518,tt0067483"
tt0073278,Leonor,Leonor,1975,101,"Drama,Fantasy,Horror",5.7,400,actress,Leonor,Liv Ullmann,1938,\N,"actress,director,writer","tt0067919,tt0069467,tt0060827,tt0077711"
tt0073561,Povero Cristo,Povero Cristo,1976,95,Fantasy,6.8,21,actor,Commendator Petra,Raoul Grassilli,1924,2010,actor,"tt0055833,tt0319191,tt0299262,tt0781559"
tt0073574,The Principle of Wisdom,O Princípio da Sabedoria,1976,155,"Drama,Fantasy",7.5,14,actor,Chiromant,Nicolau Breyner,1940,2016,"actor,miscellaneous,director","tt0367878,tt1464382,tt1799506,tt0411665"
tt0073594,The Four of the Apocalypse...,I quattro dell'Apocalisse,1975,104,"Fantasy,Western",6.3,2675,actor,Bud,Harry Baird,1931,2005,"actor,stunts,miscellaneous","tt0424163,tt0064505,tt0989125,tt0054370"
tt0073794,The Big Scare,Tendre Dracula,1974,98,"Fantasy,Horror",3.4,166,actor,MacGregor,Peter Cushing,1913,1994,"actor,writer,art_department","tt0052905,tt0050280,tt0068713,tt0076759"
tt0073822,The Magic Flute,Trollflöjten,1975,135,"Comedy,Fantasy,Music",7.5,4878,actor,Papageno,Håkan Hagegård,1945,\N,"actor,soundtrack","tt0276843,tt0252471,tt0073822,tt0255392"
tt0073830,Normande,La tête de Normande St-Onge,1975,117,"Drama,Fantasy",6.3,185,actor,Bouliane,Raymond Cloutier,1945,\N,"actor,director,writer","tt0208629,tt0253620,tt0264919,tt3281684"
tt0073841,Under the Blossoming Cherry Trees,Sakura no mori no mankai no shita,1975,95,"Fantasy,History,Horror",7.4,960,actor,Mountain man,Tomisaburô Wakayama,1929,1992,"actor,producer,music_department","tt0096933,tt0081506,tt0143428,tt0068815"
tt0074114,Alice or The Last Escapade,Alice ou la dernière fugue,1977,93,"Drama,Fantasy,Mystery",6.8,1112,actor,L'Homme de 40 Ans,François Perrot,1924,2019,"actor,soundtrack","tt0082206,tt0092995,tt0251083,tt1010363"
tt0074121,Allegro non troppo,Allegro non troppo,1976,85,"Animation,Comedy,Fantasy",7.4,3012,actor,The Presenter,Maurizio Micheli,1947,\N,"actor,writer","tt0074121,tt0092770,tt0471506,tt0093864"
tt0074147,Face to Face,Ansikte mot ansikte,1976,114,"Drama,Fantasy",7.5,5833,actress,Jenny Isaksson,Liv Ullmann,1938,\N,"actress,director,writer","tt0067919,tt0069467,tt0060827,tt0077711"
tt0074148,Ape,Ape,1976,86,"Action,Adventure,Fantasy",2.6,1861,actress,Marilyn Baker,Joanna Kerns,1953,\N,"actress,director,producer","tt0110676,tt0478311,tt0088527,tt0172493"
tt0074157,At the Earth's Core,At the Earth's Core,1976,89,"Adventure,Fantasy,Sci-Fi",5.0,4873,actor,David Innes,Doug McClure,1935,1995,"actor,soundtrack","tt0073260,tt0055710,tt0060155,tt0110478"
tt0074443,Duelle,Duelle (une quarantaine),1976,121,"Drama,Fantasy,Mystery",6.9,1570,actress,Lucie,Hermine Karagheuz,1938,2021,"actress,camera_department","tt0074443,tt0074916,tt0246135,tt0066192"
tt0074486,Eraserhead,Eraserhead,1977,89,"Fantasy,Horror",7.3,117626,actress,Mrs. X,Jeanne Bates,1918,2007,actress,"tt0074486,tt0166924,tt0038731,tt0099423"
tt0074561,Metamorphosis,Förvandlingen,1976,88,Fantasy,6.5,37,actress,Gregor's Sister,Inga-Lill Carlsson,\N,\N,actress,tt0074561
tt0074578,Goldflocken,Goldflocken,1976,163,"Drama,Fantasy,Musical",7.2,40,actress,Magdalena Josette L'ange de la mort,Magdalena Montezuma,1943,1984,"actress,costume_designer,writer","tt0066029,tt0067861,tt0375036,tt0091871"
tt0074643,Almost King,Honza málem králem,1977,86,"Comedy,Fantasy",6.5,287,actor,Drummer,Josef Kemr,1922,1995,"actor,soundtrack,miscellaneous","tt0110821,tt0124888,tt0138498,tt0087731"
tt0074846,The Little Mermaid,Malá morská víla,1976,84,"Drama,Family,Fantasy",7.1,762,actor,Princ Jizní ríse,Petr Svojtka,1946,1982,actor,"tt0182794,tt0062048,tt0074846,tt0350027"
tt0074878,A Matter of Time,A Matter of Time,1976,97,"Drama,Fantasy,Romance",5.1,695,actor,Count Sanziani,Charles Boyer,1899,1978,"actor,producer,soundtrack","tt0033722,tt0029855,tt0028739,tt0036855"
tt0074949,Nagin,Nagin,1976,180,"Action,Fantasy,Musical",6.1,492,actor,Uday,Kabir Bedi,1946,\N,"actor,writer,miscellaneous","tt4535650,tt5832544,tt0086034,tt0074050"
tt0074960,The Bride with the Most Beautiful Eyes,Nevesta s nejkrásnejsíma ocima,1976,82,"Family,Fantasy",6.5,38,actress,Pekarka,Jana Brezková,1943,\N,"actress,costume_designer","tt0059951,tt0064837,tt0078948,tt0083264"
tt0074974,Noroît (une vengeance),Noroît (une vengeance),1976,145,"Adventure,Drama,Fantasy",6.8,647,actress,Erika,Kika Markham,1940,\N,actress,"tt0250468,tt0893402,tt0082869,tt0494192"
tt0075011,Once Upon a Time,Maria d'Oro und Bello Blue,1973,83,"Animation,Family,Fantasy",6.3,170,actor,Schüttel Dich Baum,Hans Schwarz Jr.,1908,1983,"actor,miscellaneous","tt0056639,tt0048016,tt0032835,tt0047018"
tt0075030,Twentieth Century Oz,Oz,1976,103,"Comedy,Fantasy,Musical",5.8,183,actor,SurferBass Player,Bruce Spence,1945,\N,actor,"tt0118929,tt0121766,tt0082694,tt0167260"
tt0075063,"Philipp, der Kleine","Philipp, der Kleine",1976,70,"Family,Fantasy",7.3,35,actor,Musiklehrer Breitkreuz,Volkmar Kleinert,1938,\N,"actor,miscellaneous","tt0405094,tt1320320,tt0320096,tt0149431"
tt0075104,The Princess and the Pea,Printsessa na goroshine,1977,89,"Family,Fantasy",6.6,230,actress,First Princess,Irina Malysheva,1961,\N,actress,"tt0387651,tt0103752,tt0131541,tt0102576"
tt0075113,Queen Kong,Queen Kong,1976,87,"Adventure,Comedy,Fantasy",3.3,582,actress,Queen of the Nabongas,Valerie Leon,1943,\N,actress,"tt0076752,tt0086006,tt0064133,tt0065525"
tt0075128,Reisen til julestjernen,Reisen til julestjernen,1976,92,"Adventure,Family,Fantasy",6.4,1285,actress,Sonja,Hanne Krogh,1956,\N,"actress,soundtrack,miscellaneous","tt5133150,tt0147783,tt0075128,tt0071367"
tt0075200,The Shaggy D.A.,The Shaggy D.A.,1976,91,"Comedy,Family,Fantasy",5.8,3113,actor,John Slade,Keenan Wynn,1916,1986,"actor,soundtrack,stunts","tt0062138,tt0039853,tt0042200,tt0057012"
tt0075232,The Slipper and the Rose: The Story of Cinderella,The Slipper and the Rose: The Story of Cinderella,1976,146,"Adventure,Family,Fantasy",6.8,2891,actress,Dowager Queen,Edith Evans,1888,1976,"actress,soundtrack","tt0057933,tt0061180,tt0053131,tt0057590"
tt0075415,The Web of Death,Wu du tian luo,1976,87,"Action,Drama,Fantasy",6.1,347,actress,Hung Su Su,Li Ching,1945,2017,actress,"tt0069881,tt0077664,tt0075415,tt0068310"
tt0075633,Adela Has Not Had Supper Yet,Adéla jeste nevecerela,1978,102,"Comedy,Crime,Fantasy",7.5,1806,actor,Commisar Ledvina,Rudolf Hrusínský,1920,1994,"actor,director,writer","tt0314483,tt0063633,tt0083162,tt0283420"
tt0075680,L'ange et la femme,L'ange et la femme,1977,88,"Drama,Fantasy,Romance",6.1,151,actress,Girl,Carole Laure,1948,\N,"actress,director,writer","tt0085901,tt0083284,tt0412554,tt0322279"
tt0075703,Long Live Ghosts!,At zijí duchové!,1977,85,"Comedy,Family,Fantasy",7.7,644,actress,Leontýnka Brtník z Brtníku,Dana Vávrová,1967,2009,"actress,director,writer","tt0095295,tt0460492,tt0108211,tt0086879"
tt0075704,Audrey Rose,Audrey Rose,1977,113,"Drama,Fantasy,Horror",5.8,6235,actor,Bill Templeton,John Beck,1943,\N,"actor,soundtrack","tt0112515,tt0073631,tt0080240,tt0070707"
tt0075790,The Brothers Lionheart,Bröderna Lejonhjärta,1977,106,"Drama,Family,Fantasy",7.1,6660,actor,Mattias,Allan Edwall,1924,1997,"actor,writer,soundtrack","tt0072931,tt0088466,tt0053976,tt0088015"
tt0075811,The Sorcerer's Apprentice,Carodejuv ucen,1978,73,"Animation,Family,Fantasy",7.6,1082,actor,Krabat (Narrator),Christian Brückner,1943,\N,"actor,miscellaneous,sound_department","tt0806910,tt0065569,tt0361748,tt0067342"
tt0075830,Chatterbox!,Chatterbox!,1977,73,"Comedy,Fantasy",5.0,701,actress,Penelope,Candice Rialson,1951,2006,actress,"tt0074633,tt0080139,tt0072926,tt0076776"
tt0075848,Bye Bye Monkey,Ciao maschio,1978,113,"Comedy,Drama,Fantasy",6.4,1268,actor,Andreas Flaxman,James Coco,1930,1987,"actor,soundtrack","tt0087755,tt0074937,tt0088591,tt0068909"
tt0075888,The Crater Lake Monster,The Crater Lake Monster,1977,85,"Adventure,Crime,Fantasy",3.5,1559,actor,Arnie Chabot,Glen Roberts,\N,\N,actor,"tt0075888,tt0079128"
tt0075936,Desperate Living,Desperate Living,1977,90,"Comedy,Crime,Fantasy",7.1,5531,actress,Queen Carlotta,Edith Massey,1918,1984,"actress,composer","tt0069089,tt0072979,tt0075936,tt0082926"
tt0076054,Freaky Friday,Freaky Friday,1976,95,"Comedy,Family,Fantasy",6.2,13176,actress,Annabel,Jodie Foster,1962,\N,"actress,director,producer","tt0075314,tt0476964,tt0102926,tt0118884"
tt0076055,French Quarter,French Quarter,1978,101,"Drama,Fantasy,Musical",4.5,240,actress,Gertrude 'Trudy' DixChristine Delaplane,Alisha Fontaine,\N,\N,actress,"tt0076055,tt0079613,tt0128719,tt0070680"
tt0076118,Fight for Survival,Shi da zhang men chuang Shao Lin,1977,101,"Action,Drama,Fantasy",6.3,76,actor,\N,Chiang-Lung Wen,\N,\N,actor,"tt0202015,tt0092270,tt2173776,tt0200029"
tt0076172,I Never Promised You a Rose Garden,I Never Promised You a Rose Garden,1977,96,"Drama,Fantasy",6.4,1391,actress,Dr. Fried,Bibi Andersson,1935,2019,"actress,soundtrack","tt0050976,tt0050986,tt0837106,tt0060827"
tt0076210,The Island of Dr. Moreau,The Island of Dr. Moreau,1977,99,"Adventure,Fantasy,Horror",5.9,6604,actor,Montgomery,Nigel Davenport,1928,2013,"actor,assistant_director,soundtrack","tt0060665,tt0082158,tt0076210,tt0070531"
tt0076221,Jabberwocky,Jabberwocky,1977,105,"Adventure,Comedy,Fantasy",6.2,15036,actor,Mr. Fishfinger,Warren Mitchell,1926,2015,"actor,soundtrack","tt0057918,tt0068188,tt0076221,tt0052320"
tt0076222,Jacob Two-Two Meets the Hooded Fang,Jacob Two-Two Meets the Hooded Fang,1978,81,"Family,Fantasy",5.9,148,actress,Mistress Fowl,Joy Coghill,1926,2017,actress,"tt0066630,tt0118480,tt0073705,tt0150377"
tt0076240,Jubilee,Jubilee,1978,106,"Comedy,Drama,Fantasy",6.0,3392,actress,Lounge Lizard,Jayne County,1947,\N,"actress,soundtrack,composer","tt1786751,tt0084724,tt0076240"
tt0076270,King Solomon's Treasure,King Solomon's Treasure,1979,88,"Adventure,Fantasy",3.9,291,actor,Capt. Good R.N.,Patrick Macnee,1922,2015,"actor,costume_department,soundtrack","tt0054518,tt0082533,tt0082213,tt0090264"
tt0076274,The Little Magician and the Big Bad Mark,Der kleine Zauberer und die große Fünf,1977,70,"Adventure,Family,Fantasy",6.8,13,actor,Stefan,Bernd Meier,\N,\N,actor,tt0076274
tt0076299,The Last Wave,The Last Wave,1977,106,"Drama,Fantasy,Mystery",7.0,10119,actor,Chris Lee,David Gulpilil,1953,2021,"actor,music_department,writer","tt0067959,tt0252444,tt0455824,tt0090555"
tt0076340,Ma-ma,Ma-ma,1976,83,"Family,Fantasy,Musical",7.9,1300,actor,The Bear,Oleg Popov,1930,2016,actor,"tt0174607,tt0074225,tt0076340,tt0040053"
tt0076349,Madame X: An Absolute Ruler,Madame X - Eine absolute Herrscherin,1978,137,Fantasy,5.1,138,actress,Blow-up,Irene von Lichtenstein,\N,\N,actress,tt0076349
tt0076399,Modrá planeta,Modrá planeta,1977,86,"Comedy,Fantasy",6.7,15,actress,\N,Jana Brezková,1943,\N,"actress,costume_designer","tt0059951,tt0064837,tt0078948,tt0083264"
tt0076432,The Moon Is a Green Cheese,Månen är en grön ost,1977,72,"Family,Fantasy",5.7,56,actress,Violet,Ewa Fröling,1952,\N,actress,"tt1634549,tt0083025,tt1132620,tt0083922"
tt0076441,Naufragio,Naufragio,1978,101,"Drama,Fantasy,Mystery",6.9,199,actress,Amparo,Ana Ofelia Murguía,1933,\N,"actress,soundtrack","tt0077287,tt0102442,tt0110961,tt2380307"
tt0076474,At Night All Cats Are Crazy,"La nuit, tous les chats sont gris",1977,104,"Comedy,Drama,Fantasy",5.7,40,actress,Jacqueline,Laura Betti,1927,2004,"actress,miscellaneous,writer","tt0053779,tt0074084,tt0064904,tt0063678"
